200.0,0.931
201.0,0.896
202.0,0.860
203.0,0.824
204.0,0.789
205.0,0.755
206.0,0.721
207.0,0.685
208.0,0.650
209.0,0.616
210.0,0.582
211.0,0.548
212.0,0.516
213.0,0.484
214.0,0.453
215.0,0.423
216.0,0.395
217.0,0.370
218.0,0.347
219.0,0.326
220.0,0.306
221.0,0.288
222.0,0.272
223.0,0.257
224.0,0.244
225.0,0.233
226.0,0.222
227.0,0.213
228.0,0.204
229.0,0.198
230.0,0.191
231.0,0.185
232.0,0.180
233.0,0.176
234.0,0.172
235.0,0.170
236.0,0.167
237.0,0.165
238.0,0.163
239.0,0.162
240.0,0.161
241.0,0.160
242.0,0.159
243.0,0.158
244.0,0.157
245.0,0.157
246.0,0.157
247.0,0.156
248.0,0.157
249.0,0.156
250.0,0.156
251.0,0.157
252.0,0.157
253.0,0.158
254.0,0.158
255.0,0.159
256.0,0.160
257.0,0.160
258.0,0.160
259.0,0.160
260.0,0.160
261.0,0.160
262.0,0.160
263.0,0.159
264.0,0.157
265.0,0.156
266.0,0.154
267.0,0.152
268.0,0.150
269.0,0.148
270.0,0.146
271.0,0.144
272.0,0.142
273.0,0.139
274.0,0.137
275.0,0.135
276.0,0.133
277.0,0.131
278.0,0.128
279.0,0.126
280.0,0.124
281.0,0.122
282.0,0.120
283.0,0.118
284.0,0.116
285.0,0.114
286.0,0.112
287.0,0.111
288.0,0.109
289.0,0.107
290.0,0.104
291.0,0.103
292.0,0.101
293.0,0.099
294.0,0.097
295.0,0.095
296.0,0.093
297.0,0.091
298.0,0.089
299.0,0.088
300.0,0.085
301.0,0.084
302.0,0.082
303.0,0.080
304.0,0.078
305.0,0.077
306.0,0.075
307.0,0.073
308.0,0.072
309.0,0.070
310.0,0.069
311.0,0.067
312.0,0.066
313.0,0.065
314.0,0.064
315.0,0.063
316.0,0.062
317.0,0.061
318.0,0.060
319.0,0.059
320.0,0.059
321.0,0.058
322.0,0.057
323.0,0.057
324.0,0.057
325.0,0.056
326.0,0.056
