550.0,0.094
551.0,0.093
552.0,0.092
553.0,0.090
554.0,0.089
555.0,0.088
556.0,0.087
557.0,0.086
558.0,0.085
559.0,0.084
560.0,0.083
561.0,0.082
562.0,0.081
563.0,0.080
564.0,0.079
565.0,0.078
566.0,0.077
567.0,0.076
568.0,0.075
569.0,0.074
570.0,0.073
571.0,0.072
572.0,0.071
573.0,0.071
574.0,0.070
575.0,0.069
576.0,0.068
577.0,0.067
578.0,0.067
579.0,0.066
580.0,0.065
581.0,0.064
582.0,0.064
583.0,0.063
584.0,0.062
585.0,0.061
586.0,0.061
587.0,0.060
588.0,0.059
589.0,0.059
590.0,0.058
591.0,0.058
592.0,0.057
593.0,0.056
594.0,0.056
595.0,0.055
596.0,0.055
597.0,0.054
598.0,0.053
599.0,0.053
600.0,0.052
601.0,0.052
602.0,0.051
603.0,0.051
604.0,0.050
605.0,0.050
606.0,0.050
607.0,0.049
608.0,0.049
609.0,0.048
610.0,0.048
611.0,0.047
612.0,0.047
613.0,0.047
614.0,0.046
615.0,0.046
616.0,0.045
617.0,0.045
618.0,0.045
619.0,0.044
620.0,0.044
621.0,0.044
622.0,0.043
623.0,0.043
624.0,0.043
625.0,0.042
626.0,0.042
627.0,0.042
628.0,0.041
629.0,0.041
630.0,0.041
631.0,0.041
632.0,0.040
633.0,0.040
634.0,0.040
635.0,0.039
636.0,0.039
637.0,0.039
638.0,0.039
639.0,0.038
640.0,0.038
641.0,0.038
642.0,0.038
643.0,0.037
644.0,0.037
645.0,0.037
646.0,0.037
647.0,0.037
648.0,0.036
649.0,0.036
650.0,0.036
651.0,0.036
652.0,0.035
653.0,0.035
654.0,0.035
655.0,0.035
656.0,0.035
657.0,0.035
658.0,0.034
659.0,0.034
660.0,0.034
661.0,0.034
662.0,0.034
663.0,0.034
664.0,0.033
665.0,0.033
666.0,0.033
667.0,0.033
668.0,0.033
669.0,0.033
670.0,0.032
671.0,0.032
672.0,0.032
673.0,0.032
674.0,0.032
675.0,0.032
676.0,0.032
677.0,0.031
678.0,0.031
679.0,0.031
680.0,0.031
681.0,0.031
682.0,0.031
683.0,0.031
684.0,0.031
685.0,0.030
686.0,0.030
687.0,0.030
688.0,0.030
689.0,0.030
690.0,0.030
691.0,0.030
692.0,0.030
693.0,0.030
694.0,0.029
695.0,0.029
696.0,0.029
697.0,0.029
698.0,0.029
699.0,0.029
700.0,0.029
701.0,0.029
702.0,0.028
703.0,0.028
704.0,0.028
705.0,0.028
706.0,0.028
707.0,0.028
708.0,0.028
709.0,0.028
710.0,0.028
711.0,0.028
712.0,0.028
713.0,0.028
714.0,0.028
715.0,0.027
716.0,0.027
717.0,0.027
718.0,0.027
719.0,0.027
720.0,0.027
721.0,0.027
722.0,0.027
723.0,0.027
724.0,0.027
725.0,0.027
726.0,0.026
727.0,0.026
728.0,0.026
729.0,0.026
730.0,0.026
731.0,0.026
732.0,0.026
733.0,0.026
734.0,0.026
735.0,0.026
736.0,0.026
737.0,0.026
738.0,0.026
739.0,0.025
740.0,0.026
741.0,0.025
742.0,0.025
743.0,0.025
744.0,0.025
745.0,0.025
746.0,0.025
747.0,0.025
748.0,0.025
749.0,0.025
750.0,0.025
751.0,0.025
752.0,0.024
753.0,0.024
754.0,0.024
755.0,0.024
756.0,0.024
757.0,0.024
758.0,0.024
759.0,0.024
760.0,0.024
761.0,0.024
762.0,0.024
763.0,0.024
764.0,0.024
765.0,0.024
766.0,0.024
767.0,0.024
768.0,0.024
769.0,0.023
770.0,0.023
771.0,0.023
772.0,0.023
773.0,0.023
774.0,0.023
775.0,0.023
776.0,0.023
777.0,0.023
778.0,0.023
779.0,0.023
780.0,0.023
781.0,0.023
782.0,0.023
783.0,0.023
784.0,0.023
785.0,0.023
786.0,0.022
787.0,0.022
788.0,0.022
789.0,0.022
790.0,0.022
791.0,0.022
792.0,0.022
793.0,0.022
794.0,0.022
795.0,0.022
796.0,0.022
797.0,0.022
798.0,0.022
799.0,0.022
800.0,0.022
